FunctionalGroup1,FunctionalGroup2,Chainlength1,Chainlength2,Temperature,Compositioncomponent1,Excessenthalpy
Alkane,Alkane,2,3,373.15,0.5852,-174.6
Alkane,Alkane,2,3,373.15,0.5523,-180.8
Alkane,Alkane,2,3,373.15,0.5025,-180.3
Alkane,Alkane,2,3,373.15,0.4688,-179.8
Alkane,Alkane,2,3,373.15,0.4349,-174.3
Alkane,Alkane,2,3,373.15,0.3833,-167
Alkane,Alkane,2,3,373.15,0.3485,-160.3
Alkane,Alkane,2,3,373.15,0.3133,-147
Alkane,Alkane,2,3,373.15,0.2778,-136.3
Alkane,Alkane,2,3,373.15,0.2239,-115.9
Alkane,Alkane,2,3,373.15,0.1876,-103.6
Alkane,Alkane,2,3,373.15,0.1508,-83.5
Alkane,Alkane,2,3,373.15,0.1137,-62.2
Alkane,Alkane,2,3,373.15,0.0762,-42.5
Alkane,Alkane,2,3,373.15,0.0383,-22.8
Alkane,Alkane,2,3,273.15,0.9842,-3
Alkane,Alkane,2,3,273.15,0.9525,-18
Alkane,Alkane,2,3,273.15,0.9047,-42
Alkane,Alkane,2,3,273.15,0.8727,-54
Alkane,Alkane,2,3,273.15,0.8246,-70
Alkane,Alkane,2,3,273.15,0.7923,-79
Alkane,Alkane,2,3,273.15,0.7437,-88
Alkane,Alkane,2,3,273.15,0.7111,-92
Alkane,Alkane,2,3,273.15,0.6293,-98
Alkane,Alkane,2,3,273.15,0.5963,-98
Alkane,Alkane,2,3,273.15,0.5466,-97
Alkane,Alkane,2,3,273.15,0.5134,-95
Alkane,Alkane,2,3,273.15,0.4633,-91
Alkane,Alkane,2,3,273.15,0.4297,-88
Alkane,Alkane,2,3,273.15,0.3961,-82
Alkane,Alkane,2,3,273.15,0.3453,-77
Alkane,Alkane,2,3,273.15,0.3114,-70
Alkane,Alkane,2,3,273.15,0.2602,-63
Alkane,Alkane,2,3,273.15,0.1915,-46
Alkane,Alkane,2,3,273.15,0.157,-39
Alkane,Alkane,2,3,273.15,0.0701,-18
Alkane,Alkane,2,3,273.15,0.0351,-8
Alkane,Alkane,2,3,273.15,0.9848,-6
Alkane,Alkane,2,3,273.15,0.9544,-17
Alkane,Alkane,2,3,273.15,0.9084,-32
Alkane,Alkane,2,3,273.15,0.8619,-43
Alkane,Alkane,2,3,273.15,0.8307,-51
Alkane,Alkane,2,3,273.15,0.7835,-66
Alkane,Alkane,2,3,273.15,0.7518,-73
Alkane,Alkane,2,3,273.15,0.7039,-80
Alkane,Alkane,2,3,273.15,0.6717,-82
Alkane,Alkane,2,3,273.15,0.623,-84
Alkane,Alkane,2,3,273.15,0.5902,-84
Alkane,Alkane,2,3,273.15,0.5407,-83
Alkane,Alkane,2,3,273.15,0.5075,-83
Alkane,Alkane,2,3,273.15,0.474,-81
Alkane,Alkane,2,3,273.15,0.4234,-77
Alkane,Alkane,2,3,273.15,0.3894,-71
Alkane,Alkane,2,3,273.15,0.3551,-64
Alkane,Alkane,2,3,273.15,0.3034,-53
Alkane,Alkane,2,3,273.15,0.2686,-48
Alkane,Alkane,2,3,273.15,0.2335,-43
Alkane,Alkane,2,3,273.15,0.1805,-34
Alkane,Alkane,2,3,273.15,0.1449,-28
Alkane,Alkane,2,3,273.15,0.109,-21
Alkane,Alkane,2,3,273.15,0.0729,-15
Alkane,Alkane,2,3,273.15,0.0366,-8
Alkane,Alkane,2,3,273.15,0.985,-3.9
Alkane,Alkane,2,3,273.15,0.955,-12.1
Alkane,Alkane,2,3,273.15,0.9095,-23.8
Alkane,Alkane,2,3,273.15,0.8635,-32.4
Alkane,Alkane,2,3,273.15,0.8326,-37.9
Alkane,Alkane,2,3,273.15,0.7858,-44
Alkane,Alkane,2,3,273.15,0.7543,-47.9
Alkane,Alkane,2,3,273.15,0.7066,-51.4
Alkane,Alkane,2,3,273.15,0.6746,-52.4
Alkane,Alkane,2,3,273.15,0.5934,-55.3
Alkane,Alkane,2,3,273.15,0.544,-54.2
Alkane,Alkane,2,3,273.15,0.5108,-53.8
Alkane,Alkane,2,3,273.15,0.4605,-52
Alkane,Alkane,2,3,273.15,0.4266,-50.7
Alkane,Alkane,2,3,273.15,0.3925,-48.4
Alkane,Alkane,2,3,273.15,0.3409,-44.4
Alkane,Alkane,2,3,273.15,0.3062,-40.7
Alkane,Alkane,2,3,273.15,0.2712,-37.5
Alkane,Alkane,2,3,273.15,0.2359,-33
Alkane,Alkane,2,3,273.15,0.1825,-26.6
Alkane,Alkane,2,3,273.15,0.1466,-21.3
Alkane,Alkane,2,3,273.15,0.1103,-16.7
Alkane,Alkane,2,3,273.15,0.0738,-10.6
Alkane,Alkane,2,3,273.15,0.0371,-5.4
Alkane,Alkane,2,3,273.15,0.9853,-2.5
Alkane,Alkane,2,3,273.15,0.941,-12.4
Alkane,Alkane,2,3,273.15,0.9111,-18.2
Alkane,Alkane,2,3,273.15,0.8658,-25.2
Alkane,Alkane,2,3,273.15,0.8353,-29.7
Alkane,Alkane,2,3,273.15,0.7891,-34.4
Alkane,Alkane,2,3,273.15,0.7423,-39
Alkane,Alkane,2,3,273.15,0.7108,-40.9
Alkane,Alkane,2,3,273.15,0.663,-43.2
Alkane,Alkane,2,3,273.15,0.6308,-44.2
Alkane,Alkane,2,3,273.15,0.5819,-44.6
Alkane,Alkane,2,3,273.15,0.549,-44.6
Alkane,Alkane,2,3,273.15,0.5158,-44.3
Alkane,Alkane,2,3,273.15,0.4655,-42.5
Alkane,Alkane,2,3,273.15,0.4316,-41.2
Alkane,Alkane,2,3,273.15,0.3801,-38.3
Alkane,Alkane,2,3,273.15,0.3454,-35.9
Alkane,Alkane,2,3,273.15,0.3105,-33.4
Alkane,Alkane,2,3,273.15,0.2752,-30.3
Alkane,Alkane,2,3,273.15,0.2216,-25.5
Alkane,Alkane,2,3,273.15,0.1855,-21.4
Alkane,Alkane,2,3,273.15,0.1491,-17.5
Alkane,Alkane,2,3,273.15,0.1123,-13.4
Alkane,Alkane,2,3,273.15,0.0752,-8.6
Alkane,Alkane,2,3,273.15,0.0378,-4.3
Alkane,Alkane,2,3,273.15,0.9855,-2.3
Alkane,Alkane,2,3,273.15,0.9417,-9.8
Alkane,Alkane,2,3,273.15,0.9122,-14.4
Alkane,Alkane,2,3,273.15,0.8674,-20.3
Alkane,Alkane,2,3,273.15,0.822,-25.1
Alkane,Alkane,2,3,273.15,0.7913,-27.9
Alkane,Alkane,2,3,273.15,0.7449,-31.1
Alkane,Alkane,2,3,273.15,0.7135,-33
Alkane,Alkane,2,3,273.15,0.666,-34.7
Alkane,Alkane,2,3,273.15,0.6339,-35.6
Alkane,Alkane,2,3,273.15,0.5852,-36.2
Alkane,Alkane,2,3,273.15,0.5523,-36.2
Alkane,Alkane,2,3,273.15,0.5192,-36
Alkane,Alkane,2,3,273.15,0.4688,-34.8
Alkane,Alkane,2,3,273.15,0.4349,-33.9
Alkane,Alkane,2,3,273.15,0.3833,-31.3
Alkane,Alkane,2,3,273.15,0.3485,-29.7
Alkane,Alkane,2,3,273.15,0.3133,-27.3
Alkane,Alkane,2,3,273.15,0.26,-23.8
Alkane,Alkane,2,3,273.15,0.2239,-20.8
Alkane,Alkane,2,3,273.15,0.1692,-16.1
Alkane,Alkane,2,3,273.15,0.1508,-14.2
Alkane,Alkane,2,3,273.15,0.1137,-10.9
Alkane,Alkane,2,3,273.15,0.0762,-7.1
Alkane,Alkane,2,3,273.15,0.0383,-3
Alkane,Alkane,2,3,323.15,0.9839,61
Alkane,Alkane,2,3,323.15,0.9515,202
Alkane,Alkane,2,3,323.15,0.9029,350
Alkane,Alkane,2,3,323.15,0.8541,353
Alkane,Alkane,2,3,323.15,0.8378,284
Alkane,Alkane,2,3,323.15,0.8215,264
Alkane,Alkane,2,3,323.15,0.8052,-5
Alkane,Alkane,2,3,323.15,0.7889,-293
Alkane,Alkane,2,3,323.15,0.7725,-1026
Alkane,Alkane,2,3,323.15,0.7561,-2045
Alkane,Alkane,2,3,323.15,0.7397,-2368
Alkane,Alkane,2,3,323.15,0.7233,-2692
Alkane,Alkane,2,3,323.15,0.7069,-2843
Alkane,Alkane,2,3,323.15,0.6904,-2963
Alkane,Alkane,2,3,323.15,0.6574,-2991
Alkane,Alkane,2,3,323.15,0.6244,-2963
Alkane,Alkane,2,3,323.15,0.5913,-2944
Alkane,Alkane,2,3,323.15,0.5415,-2756
Alkane,Alkane,2,3,323.15,0.5082,-2624
Alkane,Alkane,2,3,323.15,0.4581,-2426
Alkane,Alkane,2,3,323.15,0.4247,-2289
Alkane,Alkane,2,3,323.15,0.3911,-2154
Alkane,Alkane,2,3,323.15,0.3407,-1851
Alkane,Alkane,2,3,323.15,0.3069,-1660
Alkane,Alkane,2,3,323.15,0.2562,-1464
Alkane,Alkane,2,3,323.15,0.2223,-1203
Alkane,Alkane,2,3,323.15,0.1883,-1036
Alkane,Alkane,2,3,323.15,0.1542,-839
Alkane,Alkane,2,3,323.15,0.103,-581
Alkane,Alkane,2,3,323.15,0.0687,-369
Alkane,Alkane,2,3,323.15,0.0344,-158
Alkane,Alkane,2,3,348.15,0.9029,730
Alkane,Alkane,2,3,348.15,0.8704,972
Alkane,Alkane,2,3,348.15,0.8215,1251
Alkane,Alkane,2,3,348.15,0.7889,1452
Alkane,Alkane,2,3,348.15,0.7397,1727
Alkane,Alkane,2,3,348.15,0.7069,1891
Alkane,Alkane,2,3,348.15,0.6574,2109
Alkane,Alkane,2,3,348.15,0.6244,2207
Alkane,Alkane,2,3,348.15,0.5913,2229
Alkane,Alkane,2,3,348.15,0.5415,2200
Alkane,Alkane,2,3,348.15,0.5082,1981
Alkane,Alkane,2,3,348.15,0.4581,1092
Alkane,Alkane,2,3,348.15,0.4247,-166
Alkane,Alkane,2,3,348.15,0.4079,-482
Alkane,Alkane,2,3,348.15,0.3911,-744
Alkane,Alkane,2,3,348.15,0.3743,-850
Alkane,Alkane,2,3,348.15,0.3407,-1004
Alkane,Alkane,2,3,348.15,0.3069,-992
Alkane,Alkane,2,3,348.15,0.2731,-968
Alkane,Alkane,2,3,348.15,0.2223,-835
Alkane,Alkane,2,3,348.15,0.1883,-751
Alkane,Alkane,2,3,348.15,0.1542,-623
Alkane,Alkane,2,3,348.15,0.103,-424
Alkane,Alkane,2,3,348.15,0.0687,-321
Alkane,Alkane,2,3,348.15,0.9848,64
Alkane,Alkane,2,3,348.15,0.9542,76
Alkane,Alkane,2,3,348.15,0.908,23
Alkane,Alkane,2,3,348.15,0.8614,-101
Alkane,Alkane,2,3,348.15,0.8301,-169
Alkane,Alkane,2,3,348.15,0.7828,-419
Alkane,Alkane,2,3,348.15,0.751,-542
Alkane,Alkane,2,3,348.15,0.703,-804
Alkane,Alkane,2,3,348.15,0.6707,-943
Alkane,Alkane,2,3,348.15,0.622,-1096
Alkane,Alkane,2,3,348.15,0.5892,-1146
Alkane,Alkane,2,3,348.15,0.5563,-1174
Alkane,Alkane,2,3,348.15,0.5065,-1195
Alkane,Alkane,2,3,348.15,0.473,-1148
Alkane,Alkane,2,3,348.15,0.4224,-1110
Alkane,Alkane,2,3,348.15,0.3884,-1045
Alkane,Alkane,2,3,348.15,0.3542,-964
Alkane,Alkane,2,3,348.15,0.3025,-876
Alkane,Alkane,2,3,348.15,0.2677,-770
Alkane,Alkane,2,3,348.15,0.2328,-703
Alkane,Alkane,2,3,348.15,0.1976,-587
Alkane,Alkane,2,3,348.15,0.1444,-420
Alkane,Alkane,2,3,348.15,0.0727,-221
Alkane,Alkane,2,3,348.15,0.0364,-119
Alkane,Alkane,2,3,348.15,0.985,-27
Alkane,Alkane,2,3,348.15,0.9548,-113
Alkane,Alkane,2,3,348.15,0.9244,-201
Alkane,Alkane,2,3,348.15,0.9091,-241
Alkane,Alkane,2,3,348.15,0.863,-339
Alkane,Alkane,2,3,348.15,0.832,-418
Alkane,Alkane,2,3,348.15,0.7851,-480
Alkane,Alkane,2,3,348.15,0.7058,-564
Alkane,Alkane,2,3,348.15,0.6737,-598
Alkane,Alkane,2,3,348.15,0.5924,-623
Alkane,Alkane,2,3,348.15,0.543,-616
Alkane,Alkane,2,3,348.15,0.5098,-611
Alkane,Alkane,2,3,348.15,0.4763,-585
Alkane,Alkane,2,3,348.15,0.4256,-567
Alkane,Alkane,2,3,348.15,0.3916,-535
Alkane,Alkane,2,3,348.15,0.3572,-504
Alkane,Alkane,2,3,348.15,0.3053,-435
Alkane,Alkane,2,3,348.15,0.2704,-390
Alkane,Alkane,2,3,348.15,0.2352,-351
Alkane,Alkane,2,3,348.15,0.1819,-271
Alkane,Alkane,2,3,348.15,0.146,-222
Alkane,Alkane,2,3,348.15,0.1099,-164
Alkane,Alkane,2,3,348.15,0.0736,-109
Alkane,Alkane,2,3,348.15,0.0369,-53
Alkane,Alkane,2,3,348.15,0.9855,-7.9
Alkane,Alkane,2,3,348.15,0.9415,-49.5
Alkane,Alkane,2,3,348.15,0.9119,-73.6
Alkane,Alkane,2,3,348.15,0.8669,-100.2
Alkane,Alkane,2,3,348.15,0.8214,-129.5
Alkane,Alkane,2,3,348.15,0.7907,-145.9
Alkane,Alkane,2,3,348.15,0.7441,-160.5
Alkane,Alkane,2,3,348.15,0.7127,-169.9
Alkane,Alkane,2,3,348.15,0.665,-181.5
Alkane,Alkane,2,3,348.15,0.6329,-185.9
Alkane,Alkane,2,3,348.15,0.5842,-188.2
Alkane,Alkane,2,3,348.15,0.5513,-188.9
Alkane,Alkane,2,3,348.15,0.5014,-186.3
Alkane,Alkane,2,3,348.15,0.4678,-180.3
Alkane,Alkane,2,3,348.15,0.4338,-173.6
Alkane,Alkane,2,3,348.15,0.3823,-163.2
Alkane,Alkane,2,3,348.15,0.3475,-153.7
Alkane,Alkane,2,3,348.15,0.3125,-142.7
Alkane,Alkane,2,3,348.15,0.277,-130.2
Alkane,Alkane,2,3,348.15,0.2232,-109.7
Alkane,Alkane,2,3,348.15,0.1869,-93.5
Alkane,Alkane,2,3,348.15,0.1503,-77.9
Alkane,Alkane,2,3,348.15,0.1133,-58.6
Alkane,Alkane,2,3,348.15,0.0759,-40.6
Alkane,Alkane,2,3,348.15,0.0381,-19.9
Alkane,Alkane,2,3,348.15,0.985,-28
Alkane,Alkane,2,3,363.15,0.9838,87
Alkane,Alkane,2,3,363.15,0.9026,756
Alkane,Alkane,2,3,363.15,0.87,1016
Alkane,Alkane,2,3,363.15,0.8209,1280
Alkane,Alkane,2,3,363.15,0.7882,1502
Alkane,Alkane,2,3,363.15,0.7553,1702
Alkane,Alkane,2,3,363.15,0.706,2035
Alkane,Alkane,2,3,363.15,0.673,2225
Alkane,Alkane,2,3,363.15,0.6234,2502
Alkane,Alkane,2,3,363.15,0.5903,2677
Alkane,Alkane,2,3,363.15,0.5405,2904
Alkane,Alkane,2,3,363.15,0.5072,3032
Alkane,Alkane,2,3,363.15,0.4738,3157
Alkane,Alkane,2,3,363.15,0.4237,3272
Alkane,Alkane,2,3,363.15,0.3901,3305
Alkane,Alkane,2,3,363.15,0.3566,3276
Alkane,Alkane,2,3,363.15,0.3061,2965
Alkane,Alkane,2,3,363.15,0.2723,2461
Alkane,Alkane,2,3,363.15,0.2216,1435
Alkane,Alkane,2,3,363.15,0.2046,954
Alkane,Alkane,2,3,363.15,0.1877,442
Alkane,Alkane,2,3,363.15,0.1707,153
Alkane,Alkane,2,3,363.15,0.1537,80
Alkane,Alkane,2,3,363.15,0.1197,-52
Alkane,Alkane,2,3,363.15,0.1026,-74
Alkane,Alkane,2,3,363.15,0.0685,-78
Alkane,Alkane,2,3,363.15,0.0514,-72
Alkane,Alkane,2,3,363.15,0.0343,-52
Alkane,Alkane,2,3,363.15,0.0171,-29
Alkane,Alkane,2,3,369.82,0.9839,97
Alkane,Alkane,2,3,369.82,0.9515,332
Alkane,Alkane,2,3,369.82,0.9029,665
Alkane,Alkane,2,3,369.82,0.8704,863
Alkane,Alkane,2,3,369.82,0.8215,1181
Alkane,Alkane,2,3,369.82,0.7889,1394
Alkane,Alkane,2,3,369.82,0.7561,1597
Alkane,Alkane,2,3,369.82,0.7069,1899
Alkane,Alkane,2,3,369.82,0.6739,2085
Alkane,Alkane,2,3,369.82,0.6244,2373
Alkane,Alkane,2,3,369.82,0.5913,2542
Alkane,Alkane,2,3,369.82,0.5415,2808
Alkane,Alkane,2,3,369.82,0.5082,2968
Alkane,Alkane,2,3,369.82,0.4749,3103
Alkane,Alkane,2,3,369.82,0.4247,3288
Alkane,Alkane,2,3,369.82,0.3911,3401
Alkane,Alkane,2,3,369.82,0.3407,3511
Alkane,Alkane,2,3,369.82,0.3069,3547
Alkane,Alkane,2,3,369.82,0.2731,3513
Alkane,Alkane,2,3,369.82,0.2223,3393
Alkane,Alkane,2,3,369.82,0.1883,3077
Alkane,Alkane,2,3,369.82,0.1713,2964
Alkane,Alkane,2,3,369.82,0.1201,2004
Alkane,Alkane,2,3,369.82,0.103,1308
Alkane,Alkane,2,3,369.82,0.0859,788
Alkane,Alkane,2,3,369.82,0.0687,457
Alkane,Alkane,2,3,369.82,0.0344,131
Alkane,Alkane,2,3,369.82,0.9848,44
Alkane,Alkane,2,3,369.82,0.9544,163
Alkane,Alkane,2,3,369.82,0.9084,349
Alkane,Alkane,2,3,369.82,0.8619,489
Alkane,Alkane,2,3,369.82,0.8307,590
Alkane,Alkane,2,3,369.82,0.7835,686
Alkane,Alkane,2,3,369.82,0.7518,768
Alkane,Alkane,2,3,369.82,0.7039,810
Alkane,Alkane,2,3,369.82,0.6717,817
Alkane,Alkane,2,3,369.82,0.623,797
Alkane,Alkane,2,3,369.82,0.5902,732
Alkane,Alkane,2,3,369.82,0.5407,599
Alkane,Alkane,2,3,369.82,0.5075,427
Alkane,Alkane,2,3,369.82,0.474,327
Alkane,Alkane,2,3,369.82,0.4234,85
Alkane,Alkane,2,3,369.82,0.3894,-18
Alkane,Alkane,2,3,369.82,0.3551,-136
Alkane,Alkane,2,3,369.82,0.3034,-229
Alkane,Alkane,2,3,369.82,0.2686,-266
Alkane,Alkane,2,3,369.82,0.2335,-285
Alkane,Alkane,2,3,369.82,0.1805,-258
Alkane,Alkane,2,3,369.82,0.1449,-239
Alkane,Alkane,2,3,369.82,0.109,-180
Alkane,Alkane,2,3,369.82,0.0729,-140
Alkane,Alkane,2,3,369.82,0.0366,-75
Alkane,Alkane,2,3,369.82,0.985,7
Alkane,Alkane,2,3,369.82,0.955,21
Alkane,Alkane,2,3,369.82,0.9095,26
Alkane,Alkane,2,3,369.82,0.8635,16
Alkane,Alkane,2,3,369.82,0.8326,-15
Alkane,Alkane,2,3,369.82,0.7858,-63
Alkane,Alkane,2,3,369.82,0.7543,-108
Alkane,Alkane,2,3,369.82,0.7066,-178
Alkane,Alkane,2,3,369.82,0.6746,-229
Alkane,Alkane,2,3,369.82,0.6261,-300
Alkane,Alkane,2,3,369.82,0.5934,-339
Alkane,Alkane,2,3,369.82,0.544,-394
Alkane,Alkane,2,3,369.82,0.5108,-421
Alkane,Alkane,2,3,369.82,0.4605,-443
Alkane,Alkane,2,3,369.82,0.4266,-444
Alkane,Alkane,2,3,369.82,0.3925,-445
Alkane,Alkane,2,3,369.82,0.3409,-424
Alkane,Alkane,2,3,369.82,0.3062,-406
Alkane,Alkane,2,3,369.82,0.2712,-374
Alkane,Alkane,2,3,369.82,0.2359,-339
Alkane,Alkane,2,3,369.82,0.1825,-279
Alkane,Alkane,2,3,369.82,0.1466,-231
Alkane,Alkane,2,3,369.82,0.1103,-184
Alkane,Alkane,2,3,369.82,0.0738,-122
Alkane,Alkane,2,3,369.82,0.0371,-58
Alkane,Alkane,2,3,369.82,0.9853,-6
Alkane,Alkane,2,3,369.82,0.9111,-73
Alkane,Alkane,2,3,369.82,0.8353,-148
Alkane,Alkane,2,3,369.82,0.7423,-233
Alkane,Alkane,2,3,369.82,0.663,-282
Alkane,Alkane,2,3,369.82,0.5819,-314
Alkane,Alkane,2,3,369.82,0.5158,-327
Alkane,Alkane,2,3,369.82,0.4655,-332
Alkane,Alkane,2,3,369.82,0.4316,-318
Alkane,Alkane,2,3,369.82,0.3801,-308
Alkane,Alkane,2,3,369.82,0.3454,-288
Alkane,Alkane,2,3,369.82,0.3105,-271
Alkane,Primaryalcohol,2,3,,,
Alkane,Primaryalcohol,2,1,323.137055,0.0265,-25.4
Alkane,Primaryalcohol,2,1,323.137055,0.0542,-52.2
Alkane,Primaryalcohol,2,1,323.137055,0.0835,-92.1
Alkane,Primaryalcohol,2,1,323.137055,0.1143,-128.1
Alkane,Primaryalcohol,2,1,323.137055,0.1468,-163.5
Alkane,Primaryalcohol,2,1,323.137055,0.1812,-208.2
Alkane,Primaryalcohol,2,1,323.137055,0.2175,-244.4
Alkane,Primaryalcohol,2,1,323.137055,0.256,-290.1
Alkane,Primaryalcohol,2,1,323.137055,0.2964,-337.4
Alkane,Primaryalcohol,2,1,323.137055,0.3405,-387.8
Alkane,Primaryalcohol,2,1,323.137055,0.3869,-371.3
Alkane,Primaryalcohol,2,1,323.137055,0.4364,-344.2
Alkane,Primaryalcohol,2,1,323.137055,0.4895,-312.1
Alkane,Primaryalcohol,2,1,323.137055,0.5464,-271.8
Alkane,Primaryalcohol,2,1,323.137055,0.6076,-235.7
Alkane,Primaryalcohol,2,1,323.137055,0.6737,-192
Alkane,Primaryalcohol,2,1,323.137055,0.7452,-144.6
Alkane,Primaryalcohol,2,1,323.137055,0.8229,-95.6
Alkane,Primaryalcohol,2,1,323.137055,0.8784,-56.4
Alkane,Primaryalcohol,2,1,323.137055,0.9193,-27.4
Alkane,Primaryalcohol,2,1,323.137055,0.9374,48.5
Alkane,Primaryalcohol,2,1,323.137055,0.9496,97.4
Alkane,Primaryalcohol,2,1,323.137055,0.9682,167.5
Alkane,Primaryalcohol,2,1,323.137055,0.9808,192.3
Alkane,Primaryalcohol,2,1,348.130555,0.0087,-20
Alkane,Primaryalcohol,2,1,348.130555,0.0542,-152.8
Alkane,Primaryalcohol,2,1,348.130555,0.0835,-235.4
Alkane,Primaryalcohol,2,1,348.130555,0.1143,-325.1
Alkane,Primaryalcohol,2,1,348.130555,0.1468,-422.8
Alkane,Primaryalcohol,2,1,348.130555,0.175,-504.7
Alkane,Primaryalcohol,2,1,348.130555,0.1812,-530.7
Alkane,Primaryalcohol,2,1,348.130555,0.2175,-635.3
Alkane,Primaryalcohol,2,1,348.130555,0.2301,-650.4
Alkane,Primaryalcohol,2,1,348.130555,0.256,-597.1
Alkane,Primaryalcohol,2,1,348.130555,0.265,-590
Alkane,Primaryalcohol,2,1,348.130555,0.2969,-508.8
Alkane,Primaryalcohol,2,1,348.130555,0.3404,-417.2
Alkane,Primaryalcohol,2,1,348.130555,0.3869,-316.2
Alkane,Primaryalcohol,2,1,348.130555,0.4364,-209.1
Alkane,Primaryalcohol,2,1,348.130555,0.4895,-96.3
Alkane,Primaryalcohol,2,1,348.130555,0.6076,155.4
Alkane,Primaryalcohol,2,1,348.130555,0.6737,301.7
Alkane,Primaryalcohol,2,1,348.130555,0.7452,443.4
Alkane,Primaryalcohol,2,1,348.130555,0.7807,514.5
Alkane,Primaryalcohol,2,1,348.130555,0.8229,620.1
Alkane,Primaryalcohol,2,1,348.130555,0.8614,688.9
Alkane,Primaryalcohol,2,1,348.130555,0.9075,791.6
Alkane,Primaryalcohol,2,1,348.130555,0.9374,858.2
Alkane,Primaryalcohol,2,1,348.130555,0.9435,866.5
Alkane,Primaryalcohol,2,1,348.130555,0.9496,885.5
Alkane,Primaryalcohol,2,1,348.130555,0.9558,901.1
Alkane,Primaryalcohol,2,1,348.130555,0.962,831.1
Alkane,Primaryalcohol,2,1,348.130555,0.9682,753.1
Alkane,Primaryalcohol,2,1,348.130555,0.0094,4.3
Alkane,Primaryalcohol,2,1,348.130555,0.0189,12.2
Alkane,Primaryalcohol,2,1,348.130555,0.0286,21.7
Alkane,Primaryalcohol,2,1,348.130555,0.0584,43.5
Alkane,Primaryalcohol,2,1,348.130555,0.0897,64.8
Alkane,Primaryalcohol,2,1,348.130555,0.1225,91.8
Alkane,Primaryalcohol,2,1,348.130555,0.1569,107.6
Alkane,Primaryalcohol,2,1,348.130555,0.1931,133.9
Alkane,Primaryalcohol,2,1,348.130555,0.2312,152.3
Alkane,Primaryalcohol,2,1,348.130555,0.2713,181.6
Alkane,Primaryalcohol,2,1,348.130555,0.3136,206.4
Alkane,Primaryalcohol,2,1,348.130555,0.3583,240.4
Alkane,Primaryalcohol,2,1,348.130555,0.4057,274.7
Alkane,Primaryalcohol,2,1,348.130555,0.4558,305.1
Alkane,Primaryalcohol,2,1,348.130555,0.491,340.5
Alkane,Primaryalcohol,2,1,348.130555,0.5091,350.5
Alkane,Primaryalcohol,2,1,348.130555,0.5276,362.7
Alkane,Primaryalcohol,2,1,348.130555,0.5658,401.8
Alkane,Primaryalcohol,2,1,348.130555,0.6056,433.4
Alkane,Primaryalcohol,2,1,348.130555,0.6262,451.3
Alkane,Primaryalcohol,2,1,348.130555,0.6472,474.6
Alkane,Primaryalcohol,2,1,348.130555,0.6908,515.8
Alkane,Primaryalcohol,2,1,348.130555,0.7363,555.5
Alkane,Primaryalcohol,2,1,348.130555,0.7599,576.5
Alkane,Primaryalcohol,2,1,348.130555,0.784,597.1
Alkane,Primaryalcohol,2,1,348.130555,0.834,630.5
Alkane,Primaryalcohol,2,1,348.130555,0.86,651.1
Alkane,Primaryalcohol,2,1,348.130555,0.8866,651.8
Alkane,Primaryalcohol,2,1,348.130555,0.9139,638.8
Alkane,Primaryalcohol,2,1,348.130555,0.925,628
Alkane,Primaryalcohol,2,1,348.130555,0.9418,598.6
Alkane,Primaryalcohol,2,1,348.130555,0.959,540.2
Alkane,Primaryalcohol,2,1,348.130555,0.9705,468.8
Alkane,Primaryalcohol,2,2,323.15,0.0357,-224.9
Alkane,Primaryalcohol,2,2,323.15,0.0725,-440.1
Alkane,Primaryalcohol,2,2,323.15,0.1105,-681.6
Alkane,Primaryalcohol,2,2,323.15,0.1497,-896.9
Alkane,Primaryalcohol,2,2,323.15,0.1901,-1118.8
Alkane,Primaryalcohol,2,2,323.15,0.2319,-1341.2
Alkane,Primaryalcohol,2,2,323.15,0.2749,-1515.6
Alkane,Primaryalcohol,2,2,323.15,0.3194,-1715.5
Alkane,Primaryalcohol,2,2,323.15,0.3655,-1761.3
Alkane,Primaryalcohol,2,2,323.15,0.4131,-1617.7
Alkane,Primaryalcohol,2,2,323.15,0.4625,-1455.5
Alkane,Primaryalcohol,2,2,323.15,0.5136,-1292.4
Alkane,Primaryalcohol,2,2,323.15,0.5666,-1087.7
Alkane,Primaryalcohol,2,2,323.15,0.6216,-901.4
Alkane,Primaryalcohol,2,2,323.15,0.6787,-726.7
Alkane,Primaryalcohol,2,2,323.15,0.7379,-529.7
Alkane,Primaryalcohol,2,2,323.15,0.7996,-298.9
Alkane,Primaryalcohol,2,2,323.15,0.8637,-83.2
Alkane,Primaryalcohol,2,2,323.15,0.9304,138.4
Alkane,Primaryalcohol,2,2,323.15,0.9533,210.9
Alkane,Primaryalcohol,2,2,323.15,0.9765,283.1
Alkane,Primaryalcohol,2,2,323.15,0.9859,317.4
Alkane,Primaryalcohol,2,2,323.15,0.9882,327.2
Alkane,Primaryalcohol,2,2,323.15,0.9911,259.4
Alkane,Primaryalcohol,2,2,348.15,0.0237,-134.9
Alkane,Primaryalcohol,2,2,348.15,0.0479,-255.9
Alkane,Primaryalcohol,2,2,348.15,0.0977,-513.7
Alkane,Primaryalcohol,2,2,348.15,0.1365,-694.5
Alkane,Primaryalcohol,2,2,348.15,0.1765,-899.7
Alkane,Primaryalcohol,2,2,348.15,0.2177,-1072.9
Alkane,Primaryalcohol,2,2,348.15,0.2604,-999.5
Alkane,Primaryalcohol,2,2,348.15,0.2896,-906.9
